TotalAssets,Debt,Equity,ProfitBeforeTax,ProfitAfterTax,Profit_Others,Revenue_Gross,Revenue_Net,D,Ind,Gender,Position,YearBirth,Edu,Nationality,Stock_Num,Manager,Year_StartWork,BoardMember,R,Control,CHAIR,CEO,Duality,CEO1,IndCode,BSIZE,FOR_No,FOR,FOR_Ind_No,FOR_Ind,FOR_Org_No,FOR_Org,DOM_Ind_No,DOM_Ind,DOM_Org_No,DOM_Org,GOV
7.52917E+12,4.54892E+12,2.98025E+12,2.53984E+11,2.12149E+11,8299007917,8.01883E+12,8.01157E+12,HOSE,512,1,CTHĐQT,1976,2,1,0,0,2007,1,0,0,0,,0,0,512,5,17047169,9.957459924,0,0,12798124,7.48,0,0,79817140,46.62,0
7.98745E+12,4.73222E+12,3.25524E+12,5.97393E+11,4.91029E+11,6991821545,9.27825E+12,9.25807E+12,HOSE,512,1,CTHĐQT,1976,2,1,0,0,2007,1,0,0,0,,0,0,512,5,4289600,2.505607828,0,0,0,0,0,0,82305630,48.08,0
2.29959E+11,18279981958,2.11679E+11,11911379426,9591230681,1279259885,2.19917E+11,2.18264E+11,HOSE,501,1,CTHĐQT/GĐ,1959,2,1,1879885,1,1997,1,1,0,0,0,1,0,501,5,97631,0.982628201,0,0,0,0,3518091,35.01,0,0,0
2.27508E+11,16092542851,2.11415E+11,10265178848,8308840156,3164962244,2.25543E+11,2.16122E+11,HOSE,501,1,CTHĐQT/GĐ,1959,2,1,4879732,1,1997,1,1,0,0,0,1,0,501,5,125254,1.014497249,0,0,0,0,4879732,46.69,0,0,0
5.93245E+11,2.03497E+11,3.89748E+11,29506221751,23989962076,376198717,2.95585E+11,2.95585E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0088E+11,1.89985E+11,4.10895E+11,25932376637,21147090793,2498712563,2.96396E+11,2.96396E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.90153E+11,1.91442E+11,1.98711E+11,47400463674,36765880123,-371175818,4.69406E+11,4.69406E+11,HNX,602,1,CTHĐQT,1960,1,1,3625000,0,2010,1,0,0,0,,0,0,602,6,0,0,0,0,0,0,4875000,39,0,0,0
5.88735E+11,2.15641E+11,3.73094E+11,39633079955,30804265918,-668913246,5.48359E+11,5.47472E+11,HNX,602,1,CTHĐQT,1960,1,1,9243750,0,2010,1,0,0,0,,0,0,602,6,8583936,26.93,0,0,0,0,12431250,39,0,0,0
5.80657E+11,2.10288E+11,3.70368E+11,37391553520,29574467704,-23790955,4.72414E+11,4.72414E+11,,,,,,,,,,,,,,,,,,602,,,,0,0,0,0,5760000,20,6800000,23.61,0
6.6335E+11,2.59923E+11,4.03428E+11,42328556226,33021177534,-825197558,7.90964E+11,7.90568E+11,HOSE,602,1,CTHĐQT,1973,0,1,5760000,0,2006,1,0,0,0,,0,1,602,5,,,0,0,0,0,5760000,20,6800000,23.61,0
5.35545E+11,1.15867E+11,4.19678E+11,73553941023,66728981488,-68542761,3.97684E+11,3.95938E+11,HOSE,501,1,CTHĐQT/TGĐ,1959,1,1,22040,1,1986,1,1,0,0,0,1,0,501,5,391882,2.777885091,0,0,0,0,1239756,10.78,9006029,78.33,0
5.38462E+11,1.2532E+11,4.13142E+11,50704721737,48695389251,-4082271629,3.6115E+11,3.6115E+11,HOSE,501,1,CTHĐQT,1959,1,1,22040,0,1986,1,0,0,0,,0,0,501,5,377036,2.672648101,0,0,0,0,1239756,10.78,9006029,78.33,0
,,,,,,,,HOSE,1001,1,CTHĐQT,1978,2,1,40036334,0,2002,1,0,0,0,,0,0,1001,8,386576321,30,0,0,217194808,16.85,0,0,0,0,0
,,,,,,,,HOSE,1001,1,CTHĐQT,1978,2,1,56978208,0,2002,1,0,0,0,,0,0,1001,8,498821183,29.99999999,0,0,115050462,6.87,0,0,0,0,0
3.67049E+11,1.3507E+11,2.31979E+11,42063502048,33274982048,238571093,3.80466E+11,3.80457E+11,HOSE,513,1,CTHĐQT,1971,1,1,30591,0,1997,1,0,0,0,,0,0,513,5,1929760,19.2976,0,0,0,0,0,0,7336704,73.37,0
4.9702E+11,2.48437E+11,2.48583E+11,57274742812,45862526564,4902156598,4.73661E+11,4.73638E+11,HOSE,513,1,CTHĐQT,0,0,1,0,0,,1,0,0,0,,0,0,513,5,2035700,20.357,0,0,0,0,4846704,48.47,2490000,24.9,0
1.34338E+12,7.84615E+11,5.58763E+11,2.5903E+11,2.304E+11,-981554805,1.69352E+12,1.68885E+12,HOSE,501,0,CTHĐQT/TGĐ,1971,1,1,11454523,1,2003,1,1,0,1,1,1,1,501,5,573089,2.513584075,0,0,0,0,11454523,50.24,0,0,0
1.46119E+12,7.94912E+11,6.66276E+11,1.57896E+11,1.41713E+11,-1923137812,1.42367E+12,1.41753E+12,HOSE,501,0,CTHĐQT/TGĐ,1971,1,1,11954523,1,2003,1,1,0,1,1,1,1,501,6,644668,2.827531533,0,0,0,0,11454523,50.24,0,0,0
5.69367E+11,1.40422E+11,4.28945E+11,-82841505096,-82841505096,-3153319942,19087166000,19087166000,HNX,202,1,CTHĐQT,1964,0,1,5003100,0,1996,1,0,0,0,,0,1,202,5,263816,0.517286275,0,0,0,0,5003100,9.81,0,0,0
5.80256E+11,1.51192E+11,4.29064E+11,587641757,119867986,-40010,14979600000,14979600000,HNX,202,1,CTHĐQT,1964,0,1,5003100,0,1996,1,0,0,0,,0,1,202,4,280516,0.550031373,0,0,0,0,5003100,9.81,0,0,0
1.17585E+11,64672192390,52912412408,13177638515,10000305931,1051399455,3.48974E+11,3.48974E+11,HNX,901,1,CTHĐQT,1969,1,1,315112,0,2007,1,0,0,0,,0,0,901,5,492994,16.11091503,0,0,0,0,531454,17.37,1144440,37.4,37.4
1.28972E+11,71276541967,57695864015,14621677928,11067512794,1248654639,3.78918E+11,3.78918E+11,HNX,901,1,CTHĐQT,1969,1,1,315112,0,2007,1,0,0,0,,0,0,901,5,458804,14.99359477,0,0,0,0,531454,17.37,1144440,37.4,37.4
1.20075E+11,33531053628,86543689258,25485337996,20106940906,-583420317,3.35125E+11,3.35125E+11,,,,,,,,,,,,,,,,,,1208,,,,0,0,0,0,0,0,0,0,
2.08783E+11,80471865948,1.28311E+11,51261506345,40671703006,-940488254,3.6264E+11,3.6264E+11,HOSE,1208,1,CTHĐQT/GĐ,1981,2,1,2224292,1,2008,1,1,0,0,0,1,0,1208,7,,,0,0,2479420,33.51,2224292,30.6,0,0,0
1.71291E+12,1.26093E+12,4.51976E+11,61508489620,56440342614,7586808629,1.83944E+12,1.83911E+12,HOSE,503,1,CTHĐQT/TGĐ,1955,1,1,4308730,1,2005,1,1,0,0,0,1,0,503,5,27181,0.106517799,0,0,0,0,6947396,27.3,2099923,8.2,0
1.73348E+12,1.33038E+12,4.03108E+11,9637465825,8282329120,2618742709,1.70514E+12,1.70514E+12,HOSE,503,1,CTHĐQT/TGĐ,1955,1,1,4308730,1,2005,1,1,0,0,0,1,0,503,6,22631,0.088687109,0,0,0,0,7226730,28.31,2099923,8.23,0
2.29106E+12,1.45171E+12,7.99106E+11,7.02177E+11,5.65802E+11,3.87728E+11,1.12659E+12,1.12541E+12,,,,,,,,,,,,,,,,,,405,,,,0,0,9000000,20,25992000,57.76,0,0,0
5.39891E+12,3.94546E+12,1.45345E+12,3.66863E+11,3.33228E+11,-6997140281,3.84627E+11,3.84627E+11,HOSE,405,1,CTHĐQT/TGĐ,1981,0,1,358800,1,2008,1,1,0,0,0,1,0,405,5,,,0,0,9082999,12.11,0,0,27000000,36,0
5.51853E+11,1.74599E+11,3.77255E+11,33168780527,27396300076,3325211596,2.07518E+12,2.07331E+12,HOSE,501,1,CTHĐQT,1961,1,1,102200,0,1982,1,0,0,0,,0,0,501,5,1489870,8.186098901,0,0,0,0,0,0,14563700,79.97,28.17
7.72062E+11,3.30699E+11,4.41364E+11,47345828019,40321068487,7829574593,2.12048E+12,2.11965E+12,HOSE,501,1,CTHĐQT,1961,1,1,102200,0,1982,1,0,0,0,,0,0,501,5,1489290,8.182912088,0,0,0,0,0,0,14563700,79.97,28.17
,,,,,,,,HOSE,1002,1,CTHĐQT,1978,1,1,0,0,2015,1,0,0,0,,0,0,1002,5,4112693,1.939949528,0,0,0,0,0,0,158836023,75.21,75.21
,,,,,,,,HOSE,1002,1,CTHĐQT,1978,1,1,0,0,2015,1,0,0,0,,0,0,1002,5,4400843,2.07586934,0,0,0,0,0,0,158836023,75.21,75.21
2.51119E+11,39573907599,2.11545E+11,8494407917,7494992753,-335179263,1.5683E+11,1.56506E+11,HNX,512,1,CTHĐQT,1953,1,1,578860,0,1989,1,0,0,0,,0,0,512,5,206268,3.341712943,0,0,0,0,1230273,21.44,2163982,37.71,13.25
2.45095E+11,29737382118,2.15357E+11,10279515524,8401309085,-8009847,2.02071E+11,2.01552E+11,HNX,512,1,CTHĐQT,1953,1,1,578860,0,1989,1,0,0,0,,0,0,512,5,203468,3.296350617,0,0,0,0,1230273,21.44,2163982,37.72,13.25
85953800125,39025814325,46927985800,11446045511,10789753017,-830289249,1.44586E+11,1.44586E+11,HNX,202,1,CTHĐQT,1970,1,1,7980,0,,1,0,0,0,,0,0,202,6,107900,3.785964912,0,0,0,0,0,0,1140000,40,40
92497660629,43166201350,49331459279,9645381204,9085934580,-369453366,1.39176E+11,1.39176E+11,HNX,202,1,CTHĐQT,1970,1,1,708000,0,,1,0,0,0,,0,0,202,5,131600,4.61754386,0,0,0,0,0,0,1140000,40,40
2.5599E+12,7.45818E+11,1.81408E+12,59426142134,47944164536,1134610588,2.57619E+12,2.57581E+12,HOSE,704,1,CTHĐQT/TGĐ,1975,1,1,200000,1,2010,1,1,0,0,0,1,0,704,4,966122,0.590882691,0,0,0,0,19408029,11.87,0,0,0
2.71946E+12,7.74683E+11,1.94477E+12,49321484223,34130261585,-945164703,2.23573E+12,2.23573E+12,HOSE,704,1,CTHĐQT,1975,1,1,200000,0,2010,1,0,0,0,,0,0,704,5,1758832,1.075706159,0,0,0,0,0,0,0,0,0
6.76552E+11,5.09502E+11,1.6705E+11,23482175376,18684194415,560324444,7.96016E+11,7.96016E+11,HNX,401,1,CTHĐQT,1963,2,1,500000,0,1997,1,0,0,0,,0,0,401,3,1291350,10.76125,0,0,0,0,865150,7.21,7860000,65.5,0
1.11036E+12,8.06045E+11,3.04316E+11,23986888781,19010025005,5254729968,1.00926E+12,1.00926E+12,HNX,401,1,CTHĐQT,1963,2,1,550000,0,1997,1,0,0,0,,0,0,401,3,1423495,5.648789683,0,0,0,0,1816815,7.21,16506210,65.5,0
6.51686E+11,81547409601,5.70138E+11,2.19663E+11,2.19476E+11,-544799314,4.50796E+11,4.50796E+11,HNX,601,0,CTHĐQT/GĐ,1956,1,1,2488600,1,,1,1,0,1,1,1,1,601,5,161160,0.594340927,0,0,0,0,10488600,38.68,0,0,0
8.71979E+11,80385767951,7.91593E+11,2.24676E+11,2.24345E+11,-10060564,4.87415E+11,4.87382E+11,HNX,601,0,CTHĐQT/GĐ,1956,1,1,5164340,1,,1,1,0,1,1,1,1,601,3,734298,1.934295162,0,0,0,0,5164340,13.6,0,0,0
3.42507E+12,1.57709E+12,1.84798E+12,6.9015E+11,6.04167E+11,558188502,4.1362E+12,4.11799E+12,HOSE,501,1,CTHĐQT/TGĐ,1954,1,1,61905000,1,2001,1,1,0,0,0,1,0,501,6,3748695,2.997885755,0,0,0,0,96104999,77.2,0,0,0
4.1346E+12,1.74854E+12,2.38606E+12,8.30504E+11,7.04044E+11,32895299075,4.51915E+12,4.48087E+12,HOSE,501,1,CTHĐQT/TGĐ,1954,1,1,61905000,1,2001,1,1,0,0,0,1,0,501,8,2028041,1.590126206,0,0,0,0,98824999,77.74,0,0,0
3.71228E+11,31256706937,3.39971E+11,93900741175,74399725541,-105691882,1.65892E+11,1.65892E+11,HOSE,105,0,CTHĐQT/TGĐ,1991,1,1,4026460,1,2014,1,1,0,1,1,1,1,105,5,1218414,10.13621843,0,0,0,0,4026460,34.11,2229827,18.89,0
1.02364E+12,4.25253E+11,5.98385E+11,70425439180,55970793838,-87259999,1.43324E+11,1.43324E+11,HOSE,105,0,CTHĐQT/TGĐ,1991,1,1,4026460,1,2014,1,1,0,1,1,1,1,105,5,1850474,15.39444611,0,0,0,0,8052920,40.02,4459654,22.16,0
,,,,,,,,HOSE,1002,1,CTHĐQT,1970,1,1,57500,0,2013,1,0,0,0,,0,0,1002,5,61460,0.454286749,0,0,0,0,1519500,11.23,3270430,19.59,0
,,,,,,,,HOSE,1002,1,CTHĐQT,1970,1,1,1600000,0,2013,1,0,0,0,,0,0,1002,5,399370,1.17362007,0,0,0,0,1911290,5.62,0,0,0
8.19126E+12,5.25774E+12,2.93352E+12,2.17956E+11,1.76121E+11,8352445286,8.03514E+12,8.02734E+12,,,,,,,,,,,,,,,,,,512,,,,0,0,14114880,11,110000000,85.73,0,0,0
9.988E+12,5.9249E+12,4.0631E+12,8.22288E+11,7.11738E+11,6750158828,9.53351E+12,9.5132E+12,HOSE,512,1,CTHĐQT,1976,2,1,4300000,0,2002,1,0,0,0,,0,0,512,7,,,0,0,14114880,9.91,29932991,21.02,52000000,36.52,0
1.71918E+12,1.25045E+12,4.68728E+11,61921976413,34786528971,-2839698186,8.28459E+11,8.28459E+11,HNX,405,1,CTHĐQT,1974,2,1,0,0,2006,1,0,0,0,,0,,405,6,16084121,44.1871456,0,0,13683000,38.65,3753800,10.6,0,0,0
2.45277E+12,1.95986E+12,4.9291E+11,40578542045,24181781362,72910289,4.516E+11,4.516E+11,HNX,405,1,CTHĐQT,1974,2,1,0,0,2006,1,0,0,0,,0,,405,6,16078421,44.17148626,0,0,14099300,39.83,3753800,10.6,0,0,0
76284965085,27919171230,48365793855,910071672,637856744,140603455,1.21494E+11,1.21058E+11,HNX,510,1,CTHĐQT,0,0,1,0,0,,1,0,0,0,,0,0,510,5,40083,0.865327884,0,0,0,0,2203899,47.55,0,0,0
1.03113E+11,54902691864,48210730152,531058437,22936297,990731534,2.58539E+11,2.57314E+11,HNX,510,1,CTHĐQT,0,0,1,0,0,,1,0,0,0,,0,0,510,5,50858,1.076443626,0,0,0,0,2247975,47.55,0,0,0
,,,,,,,,HNX,1002,1,CTHĐQT/TGĐ,1974,2,1,5436220,1,2006,1,1,0,0,0,1,0,1002,6,11173250,28.64935897,0,0,10632400,27.27,5436220,13.94,0,0,0
,,,,,,,,HNX,1002,1,CTHĐQT/TGĐ,1974,2,1,5436220,1,2006,1,1,0,0,0,1,0,1002,6,11694750,29.98653846,0,0,10632400,27.27,5436220,13.94,0,0,0
1.14823E+11,74679508735,40143805257,8567627549,6822023886,-17292290,1.81427E+11,1.81427E+11,HNX,601,1,CTHĐQT,0,0,1,648149,0,,1,0,0,0,,0,0,601,5,1520,0.058625238,0,0,0,0,797133,30.75,1071000,41.31,0
1.60702E+11,1.18936E+11,41765978913,9608248015,7489856045,-68389692,2.90381E+11,2.90381E+11,HNX,601,1,CTHĐQT,0,0,1,648149,0,,1,0,0,0,,0,0,601,5,1120,0.043197544,0,0,0,0,908149,35.02,1071000,41.31,0
,,,,,,,,HNX,1002,0,CTHĐQT,1987,0,1,500000,0,2018,1,0,0,1,,0,1,1002,5,934340,0.964007236,0,0,0,0,3156000,8.47,0,0,0
,,,,,,,,HNX,1002,0,CTHĐQT,1987,2,1,500000,0,2018,1,0,0,1,,0,1,1002,5,2138024,2.205910703,0,0,0,0,4856800,5.01,0,0,0
1.25118E+12,4.09992E+11,8.41189E+11,1.80704E+11,1.65037E+11,351616929,6.45871E+11,6.44237E+11,,,,,,,,,,,,,,,,,,808,,,,0,0,0,0,0,0,0,0,
1.41231E+12,3.66065E+11,1.04625E+12,1.79231E+11,1.56368E+11,-103537217,8.87143E+11,8.84519E+11,,,,,,,,,,,,,,,,,,808,,,,0,0,0,0,0,0,12011485,24.87,0
1.19755E+13,6.23807E+12,5.73739E+12,1.31553E+12,1.19788E+12,4.64635E+11,8.96061E+12,8.88713E+12,HOSE,102,1,CTHĐQT/TGĐ,1958,1,1,46716344,1,1997,1,1,0,0,0,1,0,102,9,2325216,0.961095759,0,0,0,0,102549397,42.39,0,0,0
1.55963E+13,9.29444E+12,6.30187E+12,8.71739E+11,8.23348E+11,65501609502,1.44098E+13,1.42238E+13,HOSE,102,0,CTHĐQT,1985,2,1,13808375,0,2010,1,0,0,1,,0,0,102,5,3890436,1.502865657,0,0,0,0,119708291,46.24,0,0,0
1.57118E+12,1.08976E+12,4.81415E+11,67618036414,55032915093,9705887530,2.7788E+12,2.64193E+12,HOSE,302,1,CTHĐQT/TGĐ,1957,1,1,2188100,1,2004,1,1,0,0,0,1,0,302,5,18263743,48.9120989,0,0,17998426,48.2,2188100,5.86,0,0,0
1.62701E+12,1.13173E+12,4.95274E+11,61014327030,40045799500,19772067209,2.70638E+12,2.55835E+12,HOSE,302,1,CTHĐQT/TGĐ,1957,1,1,2188100,1,2004,1,1,0,0,0,1,0,302,5,18296563,48.99999408,0,0,17998426,48.2,2188100,5.86,0,0,0
6.66066E+11,1.11128E+11,5.54938E+11,2.03751E+11,1.63251E+11,1882661142,8.64929E+11,8.64927E+11,HOSE,710,1,CTHĐQT,1976,2,1,100000,0,2017,1,0,0,0,,0,0,710,5,10308040,28.63344444,0,0,3600000,10,0,0,23100000,64.17,0
8.73709E+11,2.29639E+11,6.44071E+11,2.63156E+11,2.12369E+11,4603910058,1.14099E+12,1.14099E+12,HOSE,710,1,CTHĐQT,1976,2,1,125000,0,2017,1,0,0,0,,0,0,710,7,20629734,45.84385333,0,0,11698173,26,0,0,22950000,51,0
,,,,,,,,,202,1,CTHĐQT,1952,1,1,1211940,0,2005,1,0,0,0,,0,1,202,3,414400,2.722733246,0,0,0,0,1211940,7.96,0,0,0
,,,,,,,,,202,1,CTHĐQT,1952,1,1,1211929,0,2005,1,0,0,0,,0,1,202,5,375430,2.466688568,0,0,0,0,3157920,20.74,0,0,0
62385461648,20285271233,42100190415,598704610,397989142,-401197487,45454895234,45454895234,HNX,1802,1,CTHĐQT/GĐ,1971,1,1,678800,1,2014,1,1,0,0,0,1,0,1802,5,300,0.008571429,0,0,0,0,1738600,49.66,0,0,0
51516142578,9375432060,42140710518,50650129,40520103,-4826734971,39769396473,39769396473,HNX,1802,1,CTHĐQT/GĐ,1971,1,1,678800,1,2014,1,1,0,0,0,1,0,1802,5,200,0.005714286,0,0,0,0,1561300,44.6,0,0,0
,,,,,,,,HNX,1001,0,CTHĐQT,1958,1,1,17490000,0,2000,1,0,0,1,,0,1,1001,5,,,0,0,0,0,0,0,0,0,
,,,,,,,,HNX,1001,0,CTHĐQT,1958,1,1,20670000,0,2000,1,0,0,1,,0,1,1001,5,,,0,0,0,0,0,0,0,0,
6.38879E+11,5.07159E+11,1.3172E+11,26171878345,23068344901,3675846574,68369463986,68369463986,HNX,404,1,CTHĐQT,1976,1,1,0,0,2018,1,0,0,0,,0,0,404,6,0,0,0,0,0,0,530480,6.47,5334360,65.05,0
8.90662E+11,7.0952E+11,1.81142E+11,1.02918E+11,85024748660,1958585203,1.83775E+11,1.83775E+11,HNX,404,1,CTHĐQT,1976,1,1,0,0,2018,1,0,0,0,,0,0,404,6,145300,1.77195122,0,0,0,0,530480,6.47,5334360,65.05,0
1.25464E+12,3.37075E+11,9.17562E+11,1.33523E+11,1.09523E+11,6730445168,1.43407E+12,1.42186E+12,HOSE,501,1,CTHĐQT/TGĐ,1964,1,1,2000,1,2003,1,1,0,0,0,1,0,501,5,7440902,48.25242974,0,0,6789730,44.03,0,0,7720577,50.06,0
1.57045E+12,5.66571E+11,1.00388E+12,1.20542E+11,95434359560,10462778292,1.51382E+12,1.50356E+12,HOSE,501,1,CTHĐQT/TGĐ,1964,1,1,2000,1,2003,1,1,0,0,0,1,0,501,5,7254652,47.04464404,0,0,6789730,44.03,0,0,7720577,50.07,0
4.2783E+11,3.23313E+11,1.04517E+11,6348054393,4974795187,-287483,4.83242E+11,4.83242E+11,HNX,508,1,CTHĐQT,1970,1,1,0,0,2018,1,0,0,0,,0,0,508,5,24560,0.409333333,0,0,0,0,1498929,24.98,2057666,34.29,34.29
4.2868E+11,3.23354E+11,1.05326E+11,7063941008,5608509307,-31362490,4.53577E+11,4.53577E+11,HNX,508,1,CTHĐQT,1970,1,1,0,0,2018,1,0,0,0,,0,0,508,5,25058,0.417633333,0,0,0,0,1498929,24.98,2057666,34.29,34.29
4.55122E+12,2.66945E+12,1.88177E+12,1.12362E+11,88354458429,-6797224107,3.68058E+12,3.67851E+12,HNX,513,1,CTHĐQT,1972,1,1,0,0,2018,1,0,0,0,,0,0,513,5,5921883,5.38303799,0,0,0,0,0,0,80467871,73.14,73.14
4.53893E+12,2.53229E+12,2.00664E+12,1.63033E+11,1.23198E+11,-12442475945,3.82694E+12,3.82601E+12,HNX,513,1,CTHĐQT,1972,1,1,0,0,2018,1,0,0,0,,0,0,513,5,4963486,4.511847617,0,0,0,0,0,0,80467871,73.15,73.15
1.29227E+12,9.26218E+11,3.6605E+11,46288531590,37017300369,8221732968,3.41837E+11,3.41837E+11,HOSE,405,1,CTHĐQT,1959,1,1,0,0,,1,0,0,0,,0,0,405,5,2103470,7.011566667,0,0,0,0,0,0,15547258,51.82,0
8.56099E+11,4.89211E+11,3.66888E+11,44819458819,37176055341,1061146445,6.33046E+11,6.30952E+11,HOSE,405,1,CTHĐQT,1970,0,1,10025,0,2005,1,0,0,0,,0,0,405,5,1685870,5.619566667,0,0,0,0,0,0,15547258,51.82,0
2.80377E+11,93006764306,1.8737E+11,48607740426,38802932993,654755700,4.99471E+11,4.89591E+11,HNX,501,1,CTHĐQT/TGĐ,1953,1,1,2433708,1,2003,1,1,0,0,0,1,0,501,6,,,0,0,0,0,26934232,60,0,0,0
3.16727E+11,92697838724,2.24029E+11,82282040901,64875319728,-2798423375,5.38991E+11,5.30415E+11,HNX,501,1,CTHĐQT/TGĐ,1953,1,1,2604067,1,2003,1,1,0,0,0,1,0,501,7,,,0,0,0,0,10614107,57.89,0,0,0
5.32063E+12,3.91291E+12,1.40771E+12,35602124725,11326171260,-5438903552,1.11409E+12,1.11332E+12,HOSE,402,1,CTHĐQT,1978,2,1,10916610,0,2013,1,0,0,0,,0,0,402,8,22246543,20.59755239,0,0,7549166,6.99,10916610,10.11,0,0,0
7.25464E+12,5.63012E+12,1.62453E+12,1.92334E+11,1.40522E+11,2805084247,1.57588E+12,1.57588E+12,HOSE,402,1,CTHĐQT,1978,2,1,21920020,0,2013,1,0,0,0,,0,0,402,7,21432243,19.84361112,0,0,20437386,18.92,29130930,26.98,0,0,0
4.51837E+13,3.16531E+13,1.35306E+13,2.63388E+12,2.37652E+12,17189113663,8.62473E+12,6.4954E+12,HOSE,404,1,CTHĐQT,1959,1,1,9000,0,1996,1,0,0,0,,0,0,404,5,,,0,0,0,0,0,0,987772863,97.55,97.55
4.35156E+13,2.77655E+13,1.57501E+13,2.98109E+12,2.63089E+12,84727429975,9.25153E+12,8.21344E+12,HOSE,404,1,CTHĐQT,1959,1,1,6009000,0,1996,1,0,0,0,,0,0,404,5,21100,0.002038647,0,0,0,0,0,0,987804800,95.44,95.44
15888171798,3190620356,12697551442,895938000,707042390,299048309,43727683464,43721389739,HNX,901,1,CTHĐQT,1971,1,1,0,0,2013,1,0,0,0,,0,0,901,5,0,0,0,0,0,0,0,0,452523,40.17,40.17
16955048458,3962262172,12992786286,1382006994,1090073291,547986479,50343569623,50341092973,HNX,901,1,CTHĐQT,0,0,1,0,0,,1,0,0,0,,0,0,901,5,0,0,0,0,0,0,0,0,452523,40.17,40.17
71987609590,10044244465,61943365125,35469360792,28370729807,26053393133,83380987814,83195926473,HNX,901,1,CTHĐQT/GĐ,1955,1,1,714395,1,2004,1,1,0,0,0,1,0,901,5,0,0,0,0,0,0,2470665,82.35,0,0,0
50602348561,9587611013,41014737548,9064040529,7221372423,258881474,88829699193,88729825929,HNX,901,1,CTHĐQT/GĐ,1955,1,1,714395,1,2004,1,1,0,0,0,1,0,901,5,0,0,0,0,0,0,2677965,89.26,0,0,0
3.7175E+12,2.52866E+12,1.18884E+12,3.12412E+11,2.533E+11,19909717580,6.50045E+12,6.38189E+12,HOSE,511,1,CTHĐQT,1965,1,1,0,0,2015,1,0,0,0,,0,0,511,5,7982908,13.96394657,0,0,0,0,0,0,37159200,65,65
3.33753E+12,2.18409E+12,1.15344E+12,1.36679E+11,99254487723,18906949832,6.22849E+12,6.13243E+12,HOSE,511,1,CTHĐQT,1965,1,1,0,0,2015,1,0,0,0,,0,0,511,5,7742508,13.54343155,0,0,0,0,0,0,37159200,65,65
9.20285E+12,4.27209E+12,4.93076E+12,6.26452E+11,4.84333E+11,15147134624,9.17775E+12,9.10027E+12,HOSE,502,1,CTHĐQT,1969,2,1,6900,0,2007,1,0,0,0,,0,0,502,3,40808200,17.60491803,0,0,40198200,17.34,0,0,189592400,81.79,81.79
7.77218E+12,2.59061E+12,5.18156E+12,6.69523E+11,5.23128E+11,18989862647,9.40506E+12,9.33521E+12,HOSE,502,1,CTHĐQT,1969,2,1,6900,0,2007,1,0,0,0,,0,0,502,5,40833320,17.61575496,0,0,40198200,17.34,0,0,189592400,81.79,81.79
,,,,,,,,HOSE,1003,1,Quyền CTHĐQT,1945,0,0,,0,,1,0,0,0,,0,0,1003,6,55723169,47.51419195,0,0,41046913,35,0,0,59819259,51,0
,,,,,,,,HOSE,1003,1,CTHĐQT,1965,0,1,0,0,,1,0,0,0,,0,0,1003,9,55817409,47.59454878,0,0,41046913,35,0,0,59819259,51.01,0
,,,,,,,,HOSE,1001,1,CTHĐQT,1964,2,1,43513,0,1998,1,0,0,0,,0,,1001,8,103371382,3.023690828,0,0,0,0,0,0,3257324161,95.28,95.28
,,,,,,,,HOSE,1001,1,CTHĐQT,1964,1,1,43513,0,1998,1,0,0,0,,0,,1001,8,725069513,18.02750524,0,0,603302706,15,0,0,3257324161,80.99,80.99
8.1025E+11,1.93637E+11,6.16613E+11,6286124105,2855181761,-16367140666,77084314898,77005509935,HNX,404,1,CTHĐQT,1967,1,1,6773690,0,2008,1,0,0,0,,0,0,404,5,1932310,3.350052011,0,0,0,0,14815230,25.66,0,0,0
7.31188E+11,2.12522E+11,5.18666E+11,-97946847325,-97946847325,-4039520462,25496335364,25492394574,HNX,404,1,CTHĐQT,1967,1,1,6773690,0,2008,1,0,0,0,,0,0,404,5,3263818,5.658491678,0,0,0,0,19018090,32.96,0,0,0
2.95358E+11,1.53203E+11,1.42155E+11,-4797221551,-8996192491,3930512883,1.80631E+11,1.80631E+11,HNX,202,1,CTHĐQT,1978,1,1,0,0,2013,1,0,0,0,,0,0,202,5,17505,0.149134483,0,0,0,0,1503111,12.81,0,0,0
3.61473E+11,2.06545E+11,1.54928E+11,16732561187,12773189988,12140531708,2.35186E+11,2.35186E+11,HNX,202,1,CTHĐQT,1978,1,1,0,0,2013,1,0,0,0,,0,0,202,5,14805,0.126131735,0,0,0,0,1503111,12.81,5063745,43.14,0
4.14104E+11,76545093763,3.37559E+11,12141653054,9795032388,-467128299,4.06227E+11,4.06227E+11,,,,,,,,,,,,,,,,,,507,,,,0,0,0,0,0,0,0,0,
4.08616E+11,51240804787,3.57375E+11,22648865404,19815777103,355760597,4.22706E+11,4.22706E+11,,,,,,,,,,,,,,,,,,507,,,,0,0,0,0,0,0,0,0,
5.44146E+11,4.01361E+11,1.42786E+11,1133940774,946241454,-1841128531,4.94215E+11,4.92198E+11,HNX,501,0,CTHĐQT,1959,1,1,1102530,0,2001,1,0,0,1,,0,0,501,5,443020,4.219238095,0,0,0,0,6102530,58.12,0,0,0
